id,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,default,purpose,title,addr_state
7312,12000.0,36 months,13.92,409.65,F,Federal Aviation Administration (FAA),10+ years,MORTGAGE,90000.0,Not Verified,0,home_improvement,Natural gas project,MI
7313,12000.0,36 months,7.49,373.22,E,billig manager,7 years,RENT,45000.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
7314,12800.0,36 months,18.99,469.14,B,Realtor,3 years,OWN,50000.0,Verified,0,debt_consolidation,Debt consolidation,OH
7315,15000.0,60 months,19.53,393.5,F,Nurse/Receptionist,4 years,RENT,45000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
7316,4000.0,36 months,10.49,130.0,G,Pharmacy Manager,10+ years,MORTGAGE,135900.0,Not Verified,1,other,Other,SC
7317,28000.0,60 months,22.99,789.18,G,Maintenance Manager,10+ years,MORTGAGE,68000.0,Verified,1,debt_consolidation,Debt consolidation,NM
7318,12000.0,60 months,10.99,260.85,A,SCM Project Assistant,1 year,OWN,28900.0,Source Verified,0,credit_card,Credit card refinancing,MI
7319,20000.0,36 months,14.85,691.84,F,Manager,6 years,RENT,60000.0,Verified,1,debt_consolidation,Debt consolidation,SC
7320,8000.0,36 months,11.49,263.78,B,Client Care Director,6 years,RENT,85000.0,Source Verified,0,credit_card,Credit card refinancing,AZ
7321,25200.0,60 months,8.18,513.14,G,Mgr Market Development,5 years,MORTGAGE,80000.0,Not Verified,0,credit_card,Credit card refinancing,ND
7322,2000.0,36 months,13.11,67.5,F,Gallagher & Kennedy,3 years,MORTGAGE,65000.0,Not Verified,0,medical,Medical,AZ
7323,6000.0,36 months,10.99,196.41,A,Para Professional,2 years,RENT,30000.0,Source Verified,0,credit_card,Credit card refinancing,MN
7324,2000.0,36 months,13.11,67.5,E,Peaks hotel,6 years,RENT,40000.0,Source Verified,0,debt_consolidation,Conslidation,CO
7325,3200.0,36 months,22.91,123.73,A,Adjunct Professor,4 years,OWN,36000.0,Not Verified,0,other,Other,HI
7326,17500.0,36 months,14.46,602.03,B,Distribution Manager,10+ years,OWN,43316.0,Verified,0,debt_consolidation,Debt consolidation,NC
7327,13000.0,36 months,7.69,405.52,C,Teacher,1 year,MORTGAGE,65000.0,Not Verified,0,credit_card,Credit card refinancing,WA
7328,19425.0,36 months,14.65,670.05,B,"JFK HS, Montgomery County Public Schools",5 years,RENT,39000.0,Verified,1,credit_card,pay credit,SC
7329,21975.0,60 months,19.52,576.35,D,Sales,10+ years,MORTGAGE,62000.0,Verified,0,debt_consolidation,Debt Consolidation,HI
7330,22000.0,60 months,8.99,456.58,F,Principal,4 years,RENT,86000.0,Not Verified,1,credit_card,Credit card refinancing,VA
7331,6000.0,36 months,6.07,182.73,A,Internet Manager,1 year,RENT,43000.0,Not Verified,1,other,Other,MN
7332,15000.0,36 months,9.71,481.97,D,Sr. Underwriter,3 years,RENT,52000.0,Not Verified,0,credit_card,Refinance of Credit Cards,DC
7333,30000.0,36 months,9.17,956.37,D,Supervisory Facility Manager GS-13,7 years,MORTGAGE,156000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
7334,20000.0,36 months,12.35,667.64,E,Division Group Leader,10+ years,MORTGAGE,65000.0,Source Verified,1,debt_consolidation,Three Year Freedom Plan!,WI
7335,27000.0,60 months,16.99,670.88,A,web developer,3 years,MORTGAGE,84000.0,Source Verified,0,debt_consolidation,Debt consolidation,VA
7336,24000.0,60 months,13.59,553.35,B,Insurance Agent,10+ years,MORTGAGE,55000.0,Not Verified,0,debt_consolidation,Debt consolidation,GA
7337,20000.0,60 months,15.31,479.06,B,Teacher,2 years,MORTGAGE,74500.0,Not Verified,0,debt_consolidation,Debt consolidation,TN
7338,12000.0,36 months,8.67,379.76,C,Videographer/Editor,5 years,MORTGAGE,29000.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
7339,21000.0,36 months,8.9,666.82,D,Training Manager,10+ years,MORTGAGE,85000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
7340,16800.0,36 months,9.99,542.01,E,,,OWN,50400.0,Verified,1,debt_consolidation,Debt consolidation,RI
7341,8000.0,36 months,19.48,295.2,B,program director,6 years,RENT,42000.0,Verified,1,debt_consolidation,Debt consolidation,NC
7342,9600.0,36 months,8.19,301.68,A,Receiving Specialist,10+ years,OWN,40000.0,Source Verified,0,debt_consolidation,Debt consolidation,AL
7343,3600.0,36 months,13.99,123.03,B,RN,1 year,RENT,70000.0,Verified,1,other,Other,CO
7344,20000.0,36 months,7.12,618.64,E,Engineer,2 years,MORTGAGE,73000.0,Source Verified,0,credit_card,Credit card refinancing,WA
7345,6000.0,36 months,11.99,199.26,C,IT support specialist,3 years,RENT,31000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
7346,20000.0,36 months,15.31,696.35,A,Clinical Manager,2 years,MORTGAGE,90000.0,Not Verified,0,debt_consolidation,Debt consolidation,NM
7347,4000.0,36 months,9.49,128.12,C,Data Conversion Operator,3 years,RENT,26000.0,Source Verified,0,credit_card,Credit card refinancing,TN
7348,15000.0,36 months,15.31,522.26,F,Executive Director,6 years,MORTGAGE,139049.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
7349,12000.0,36 months,12.69,402.54,C,DISTRIBUTION COORDINATOR,3 years,RENT,33000.0,Verified,0,credit_card,Credit card refinancing,NC
7350,12000.0,36 months,12.12,399.26,C,,,RENT,47000.0,Source Verified,0,debt_consolidation,lower interest,NV
7351,28000.0,60 months,13.11,638.67,A,chase bank,7 years,MORTGAGE,70000.0,Verified,0,debt_consolidation,consolidating my debt,GA
7352,15600.0,36 months,13.59,530.07,A,Managing Director,2 years,MORTGAGE,200000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
7353,4000.0,36 months,11.49,131.89,C,Pension Assistant,1 year,RENT,64480.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
7354,8900.0,36 months,6.08,271.08,B,Office Manager,1 year,MORTGAGE,37000.0,Not Verified,0,credit_card,Credit card refinancing,WA
7355,16000.0,60 months,13.18,365.53,B,System Analyst,4 years,RENT,55000.0,Source Verified,0,credit_card,Credit card refinancing,MD
7356,15000.0,36 months,9.8,482.61,B,machining specialist,10+ years,MORTGAGE,125000.0,Not Verified,0,debt_consolidation,Debt consolidation,MI
7357,30225.0,60 months,22.95,851.19,E,aditi technologies,2 years,MORTGAGE,67600.0,Verified,1,debt_consolidation,Debt Consolution,MT
7358,6000.0,36 months,10.99,196.41,B,sales,2 years,RENT,64000.0,Not Verified,0,debt_consolidation,Debt consolidation,MD
7359,14000.0,60 months,15.05,333.43,G,Payroll,1 year,RENT,75000.0,Not Verified,1,debt_consolidation,Debt consolidation,VA
7360,4000.0,36 months,11.47,131.85,E,general manager,10+ years,RENT,54000.0,Source Verified,0,debt_consolidation,,GA
7361,27000.0,60 months,8.67,556.17,D,"Senior Manager, Air Traffic Services",10+ years,MORTGAGE,132000.0,Verified,0,debt_consolidation,Debt consolidation,VA
7362,10000.0,36 months,6.89,308.27,G,Security Officer,< 1 year,MORTGAGE,90000.0,Not Verified,0,credit_card,Credit card refinancing,MI
7363,25000.0,60 months,10.99,543.44,C,Director of Client Service,9 years,MORTGAGE,128000.0,Source Verified,1,debt_consolidation,Debt consolidation,MA
7364,24000.0,36 months,15.99,843.66,C,Underwriter,5 years,MORTGAGE,90000.0,Verified,1,debt_consolidation,Debt consolidation,NC
7365,12000.0,36 months,6.92,370.09,B,Corrections Inspector,10+ years,MORTGAGE,71000.0,Source Verified,0,debt_consolidation,Debt consolidation,MI
7366,3000.0,36 months,16.99,106.95,D, assistant manager,10+ years,MORTGAGE,67349.0,Source Verified,0,other,Other,SC
7367,15000.0,36 months,9.49,480.43,D,Inside Sales Manager,7 years,RENT,83700.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
7368,4800.0,36 months,11.48,158.24,C,Supervisor ,10+ years,RENT,62000.0,Source Verified,0,debt_consolidation,Debt consolidation,NV
7369,8000.0,36 months,10.15,258.71,B,,,MORTGAGE,44880.0,Verified,0,debt_consolidation,Debt consolidation,TN
7370,10000.0,36 months,9.17,318.79,B,Clerk,10+ years,MORTGAGE,110000.0,Not Verified,0,credit_card,Credit card refinancing,RI
7371,15000.0,36 months,10.75,489.31,A,scheduling coordinator,4 years,MORTGAGE,40000.0,Verified,0,debt_consolidation,Debt consolidation,AL
7372,4000.0,36 months,12.49,133.8,D,Supervisor,10+ years,MORTGAGE,140000.0,Not Verified,0,debt_consolidation,Debt consolidation,CT
7373,7000.0,36 months,6.62,214.93,A,AIR SERV SECURITY INC / UPS,5 years,MORTGAGE,30000.0,Not Verified,0,car,Auto loan,NV
7374,17000.0,60 months,15.77,411.34,A,MPRF,4 years,MORTGAGE,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
7375,7800.0,36 months,9.17,248.66,E,,,MORTGAGE,80000.0,Source Verified,1,other,Other,MN
7376,10000.0,36 months,10.99,327.34,F,Professional Security Officer,8 years,MORTGAGE,67000.0,Source Verified,1,debt_consolidation,Debt consolidation,OK
7377,11400.0,60 months,15.61,274.87,C,Mechanical Designer ,< 1 year,MORTGAGE,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
7378,18000.0,36 months,9.44,576.09,F,Budget Analyst,6 years,MORTGAGE,73000.0,Not Verified,1,debt_consolidation,Debt consolidation,MA
7379,20000.0,36 months,9.49,640.57,E,,10+ years,MORTGAGE,86000.0,Not Verified,0,home_improvement,Home improvement,MI
7380,3000.0,36 months,9.49,96.09,D,Firewatch Foreman,1 year,MORTGAGE,38000.0,Source Verified,0,other,Other,AR
7381,22000.0,60 months,16.99,546.64,D,chief building inspector,10+ years,MORTGAGE,55000.0,Source Verified,1,debt_consolidation,Debt consolidation,AL
7382,12000.0,36 months,12.29,400.24,B,Owner,10+ years,OWN,75000.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
7383,4750.0,36 months,12.21,158.25,E,Mt. Clemens General Hospital,< 1 year,MORTGAGE,45204.0,Source Verified,0,car,used truck,MI
7384,15000.0,36 months,14.31,514.93,C,supervisor,10+ years,OWN,38000.0,Source Verified,0,credit_card,Credit card refinancing,MD
7385,30000.0,36 months,11.49,989.14,D,Division Manager,1 year,MORTGAGE,91000.0,Source Verified,0,debt_consolidation,Debt consolidation,KS
7386,4200.0,36 months,10.78,137.07,B,Production and Engineering Technician,2 years,MORTGAGE,32448.0,Source Verified,0,credit_card,Credit card refinancing,OH
7387,7500.0,36 months,7.21,232.3,B,,,MORTGAGE,72000.0,Verified,0,credit_card,Credit card refinancing,OK
7388,12000.0,36 months,10.99,392.81,D,Purchasing Buuer,10+ years,RENT,48000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
7389,8400.0,36 months,13.98,287.02,A,master inspector,4 years,RENT,35000.0,Source Verified,1,debt_consolidation,Debt consolidation,IN
7390,22000.0,60 months,17.86,556.99,E,floral designer,7 years,RENT,55000.0,Source Verified,0,debt_consolidation,Debt consolidation,RI
7391,10000.0,36 months,9.67,321.13,C,Maintenance mechanic,< 1 year,MORTGAGE,90000.0,Source Verified,0,debt_consolidation,Debt consolidation,NV
7392,12500.0,36 months,13.06,421.54,F,Teledyne Brown Engineering,4 years,OWN,38400.0,Not Verified,0,debt_consolidation,Debt Consolidation Loan,AL
7393,35000.0,36 months,16.29,1235.52,E,Training Specialist,< 1 year,MORTGAGE,142000.0,Verified,1,major_purchase,Major purchase,VA
7394,4500.0,36 months,9.75,144.68,B,Employmnet Consultant,4 years,MORTGAGE,33800.0,Verified,0,home_improvement,Home improvement,WI
7395,8000.0,36 months,16.02,281.34,A,bookkeeper,10+ years,MORTGAGE,38000.0,Verified,0,credit_card,Credit card refinancing,MI
7396,21000.0,36 months,6.03,639.15,C,Progressive GaitWays,10+ years,MORTGAGE,144866.0,Source Verified,0,credit_card,CapOneKiller,CO
7397,4000.0,36 months,12.99,134.76,B,Procurement Analyst,10+ years,RENT,117000.0,Not Verified,0,debt_consolidation,Debt consolidation,HI
7398,9750.0,36 months,13.35,330.17,B,Communication ,10+ years,RENT,45000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
7399,23850.0,60 months,7.89,482.34,B,"Vice President, SBA Lending",10+ years,OWN,200000.0,Source Verified,0,vacation,Vacation,GA
7400,40000.0,60 months,12.62,902.37,F,lead aircraft mechanic,10+ years,RENT,125000.0,Source Verified,0,home_improvement,Home improvement,GA
7401,15000.0,36 months,22.4,575.97,D,President,< 1 year,MORTGAGE,216000.0,Verified,0,moving,New York Relocation Loan,WA
7402,32000.0,36 months,26.3,1294.42,F,Contract Specialist,1 year,MORTGAGE,39600.0,Verified,1,debt_consolidation,Debt consolidation,MN
7403,13200.0,36 months,7.26,409.15,C,Financial Advisor,< 1 year,OWN,75000.0,Source Verified,0,credit_card,Credit card refinancing,TN
7404,20000.0,36 months,9.17,637.58,B,Bookkeeper,10+ years,MORTGAGE,75000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
7405,16250.0,36 months,13.35,550.28,D,Port of Entry Officer I,3 years,MORTGAGE,37000.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
7406,14500.0,60 months,10.15,309.16,B,"VP, Operations",10+ years,RENT,150000.0,Source Verified,0,credit_card,Credit card refinancing,SC
7407,12000.0,36 months,7.89,375.43,B,Evaluator,9 years,OWN,95000.0,Not Verified,0,credit_card,Credit card refinancing,CO
7408,7200.0,36 months,10.49,233.99,G,solutions specialist,< 1 year,RENT,23600.0,Not Verified,1,credit_card,Credit card refinancing,KS
7409,9000.0,36 months,7.89,281.58,F,Entergy Operations Inc,2 years,MORTGAGE,90000.0,Source Verified,0,debt_consolidation,,WI
7410,26000.0,60 months,8.18,529.43,D,Lt. Firefighter,9 years,MORTGAGE,70000.0,Not Verified,0,debt_consolidation,Debt consolidation,KS
7411,30000.0,36 months,8.67,949.4,E,Union Ironworker,6 years,MORTGAGE,91000.0,Verified,0,debt_consolidation,Debt consolidation,DE
7412,15000.0,36 months,13.67,510.27,B,sales,10+ years,MORTGAGE,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,HI
7413,5000.0,36 months,14.17,171.31,D,Liberty Tax Service,,MORTGAGE,48000.0,Not Verified,1,car,Family Car Loan,WA
7414,4000.0,36 months,11.53,131.97,G,legal assistant,3 years,RENT,41000.0,Source Verified,1,debt_consolidation,Debt consolidation,OR
7415,8000.0,36 months,13.98,273.35,F,Store Manager,7 years,RENT,45000.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
7416,4000.0,36 months,8.39,126.07,D,Audit senior,4 years,MORTGAGE,80000.0,Not Verified,0,other,Other,CT
7417,5000.0,36 months,7.97,156.62,C,Hostess,10+ years,OWN,120000.0,Not Verified,0,home_improvement,Home improvement,WV
7418,4200.0,36 months,5.32,126.49,B,Histology,10+ years,MORTGAGE,50000.0,Not Verified,0,home_improvement,Home improvement,MI
7419,30000.0,60 months,11.99,667.19,F,welder,8 years,MORTGAGE,67000.0,Source Verified,0,credit_card,Credit card refinancing,LA
7420,15000.0,36 months,13.06,505.85,A,Technical support,10+ years,OWN,100000.0,Source Verified,0,home_improvement,Home improvement,GA
7421,10000.0,36 months,9.17,318.79,E,Lead Life Safety Designer,10+ years,MORTGAGE,45000.0,Source Verified,0,credit_card,Credit card refinancing,AR
7422,20600.0,60 months,10.64,444.21,D,,,OWN,120000.0,Not Verified,1,debt_consolidation,Debt consolidation,AL
7423,8000.0,36 months,10.99,261.88,D,Server,6 years,RENT,45000.0,Source Verified,1,credit_card,Credit card refinancing,NV
7424,6000.0,36 months,16.02,211.01,B,Project Manager,2 years,OWN,104000.0,Source Verified,0,home_improvement,Home improvement,MD
7425,9000.0,36 months,5.32,271.04,A,partner,3 years,OWN,44000.0,Not Verified,0,debt_consolidation,Debt consolidation,SC
7426,6000.0,36 months,13.99,205.04,B,Account Admin,4 years,RENT,43000.0,Source Verified,0,debt_consolidation,Debt consolidation,KS
7427,8150.0,36 months,6.49,249.76,A,ncoic,10+ years,OWN,89000.0,Not Verified,0,debt_consolidation,Debt consolidation,AL
7428,24000.0,60 months,16.32,378.35,B,DC Superior Court,1 year,RENT,50000.0,Source Verified,0,debt_consolidation,Debt Consolidation,MD
7429,4025.0,36 months,13.68,136.95,B,E J Thomas,2 years,MORTGAGE,36000.0,Verified,0,debt_consolidation,bill loan,MI
7430,9600.0,36 months,14.33,329.65,D,Town of Mt. Crested Butte,1 year,RENT,71000.0,Not Verified,0,debt_consolidation,Credit Card Pay Off,CO
7431,11725.0,36 months,10.99,383.81,B,Sales representitive,7 years,MORTGAGE,50405.0,Verified,0,debt_consolidation,Debt consolidation,NV
7432,9225.0,36 months,18.25,334.67,A,Accountant,1 year,MORTGAGE,52500.0,Not Verified,0,debt_consolidation,Debt Consolidation Loan,WV
7433,12000.0,60 months,8.67,247.19,D,Manager,10+ years,MORTGAGE,61000.0,Source Verified,0,debt_consolidation,Debt consolidation,DE
7434,11000.0,36 months,10.49,357.48,C,Analyst,10+ years,MORTGAGE,70000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
7435,3600.0,36 months,13.67,122.47,D,Desktop Support,8 years,MORTGAGE,48000.0,Verified,0,home_improvement,Home Improvement,MI
7436,16000.0,60 months,16.99,397.56,A,Specialized Products,10+ years,MORTGAGE,81400.0,Source Verified,0,credit_card,Credit card refinancing,MO
7437,22250.0,60 months,25.8,663.55,C,LineHaul Driver,3 years,RENT,70000.0,Source Verified,1,debt_consolidation,Debt consolidation,WA
7438,9600.0,36 months,12.49,321.11,E,Medical Case Manager,2 years,RENT,35000.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
7439,10000.0,36 months,18.06,361.83,D,General manager,4 years,MORTGAGE,40000.0,Source Verified,0,credit_card,Credit card refinancing,WV
7440,13200.0,60 months,18.25,337.0,B,Production worker,10+ years,MORTGAGE,52000.0,Verified,1,debt_consolidation,Debt consolidation,KY
7441,12000.0,60 months,12.49,269.92,C,Food Assistant,7 years,OWN,30000.0,Source Verified,1,debt_consolidation,Debt consolidation,GA
7442,2850.0,36 months,19.24,104.82,A,,1 year,RENT,45000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
7443,20000.0,36 months,11.44,658.95,A,Owner-Manager,10+ years,MORTGAGE,75000.0,Not Verified,0,credit_card,Credit card refinancing,MN
7444,8000.0,36 months,16.55,283.44,D,Truck Loader,1 year,MORTGAGE,29000.0,Source Verified,1,major_purchase,Major purchase,AZ
7445,10000.0,36 months,6.97,308.64,B,Quality Assurance Manager,10+ years,RENT,92000.0,Source Verified,0,other,Other,MS
7446,10000.0,60 months,21.49,273.3,E,Director of Operations,9 years,RENT,115000.0,Source Verified,0,debt_consolidation,Debt consolidation,NV
7447,6300.0,36 months,17.77,227.04,A,TeleCommunication Systems,3 years,RENT,130000.0,Source Verified,0,debt_consolidation,Debt consolidation,MD
7448,22500.0,36 months,18.06,814.11,G,,,RENT,50000.0,Source Verified,1,debt_consolidation,Debt consolidation,MI
7449,10000.0,36 months,6.97,308.64,C,M2 Loader,2 years,RENT,77114.0,Source Verified,0,credit_card,Credit card refinancing,KS
7450,17500.0,60 months,11.44,384.35,D,Email Specialist,10+ years,MORTGAGE,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,MS
7451,9000.0,36 months,12.69,301.91,B,Human Capital Generalist,< 1 year,MORTGAGE,64000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
7452,7000.0,36 months,8.19,219.97,E,Medical Records,< 1 year,RENT,28800.0,Not Verified,0,debt_consolidation,Debt consolidation,CO
7453,5000.0,36 months,17.47,179.44,F,Consultant,4 years,MORTGAGE,37000.0,Verified,0,other,Other,AL
7454,12600.0,60 months,13.99,293.12,C,RN,10+ years,OWN,71000.0,Not Verified,0,car,Car financing,KY
7455,6825.0,36 months,17.57,245.28,A,Maintenance,5 years,OWN,19000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
7456,22500.0,36 months,6.89,693.61,A,Project Manager,10+ years,MORTGAGE,80000.0,Not Verified,0,debt_consolidation,Debt consolidation,GA
7457,12000.0,36 months,7.39,372.67,F,HR Recruiting Assistant,7 years,MORTGAGE,80000.0,Verified,0,other,Other,AK
7458,6000.0,36 months,10.99,196.41,B,Infantryman,4 years,RENT,25000.0,Not Verified,0,debt_consolidation,Debt consolidation,CO
7459,20000.0,36 months,10.91,653.93,F,Security,8 years,RENT,80000.0,Verified,0,debt_consolidation,Debt consolidation,WA
7460,8400.0,36 months,15.99,295.28,G,Lead Training Manager - Design,,MORTGAGE,50000.0,Verified,1,debt_consolidation,Debt consolidation,MN
7461,22750.0,60 months,19.52,596.68,D,Manager,10+ years,MORTGAGE,85000.0,Source Verified,0,debt_consolidation,Relieving My Debt,VA
7462,3000.0,36 months,17.86,108.25,A,Lead color blender,10+ years,RENT,48000.0,Verified,0,medical,Medical expenses,TN
7463,35000.0,36 months,12.29,1167.36,D,financial advisor,5 years,MORTGAGE,300000.0,Verified,0,credit_card,Credit card refinancing,VA
7464,12000.0,36 months,9.67,385.35,B,Teacher,3 years,RENT,35211.0,Source Verified,0,credit_card,Credit card refinancing,AL
7465,3000.0,36 months,12.12,99.82,B,South Shore Center,10+ years,RENT,44548.0,Not Verified,0,credit_card,done with credit cards,RI
7466,15000.0,60 months,14.33,351.6,E,Case Manager,6 years,MORTGAGE,59524.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
7467,9600.0,36 months,17.99,347.02,A,section supervisor,10+ years,MORTGAGE,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,WI
7468,17000.0,36 months,9.63,545.61,B,Internal Revenue Service (IRS),7 years,RENT,89004.0,Verified,0,debt_consolidation,Debt Consolidation,DC
7469,2500.0,36 months,13.35,84.66,A,Teacher,10+ years,RENT,53000.0,Source Verified,0,other,Other,WI
7470,9000.0,36 months,7.9,281.62,G,First Solar LLC,< 1 year,RENT,133800.0,Source Verified,0,moving,Relocation exspenses,AZ
7471,10500.0,36 months,12.99,353.74,A,Administrative clerk,3 years,RENT,31000.0,Verified,0,debt_consolidation,debt consolidation,MD
7472,6025.0,36 months,10.07,194.61,D,Clinical rsa,1 year,MORTGAGE,90000.0,Not Verified,0,major_purchase,Major purchase,MA
7473,10000.0,36 months,7.07,309.1,A,Investment Advisor,10+ years,MORTGAGE,48000.0,Not Verified,0,debt_consolidation,Debt consolidation,GA
7474,35000.0,36 months,19.03,1283.5,E,Regional Area Manager,10+ years,RENT,142300.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
7475,20000.0,36 months,8.24,628.95,E,Architecture,10+ years,MORTGAGE,142000.0,Verified,0,debt_consolidation,Debt consolidation,CT
7476,20000.0,36 months,13.33,677.07,A,Sr System Consultant,10+ years,MORTGAGE,102000.0,Source Verified,0,debt_consolidation,Debt consolidation,MS
7477,8000.0,36 months,7.24,247.9,C,asset protection,9 years,OWN,48000.0,Source Verified,0,other,Other,NC
7478,4000.0,36 months,9.93,128.94,B,equipment operater,3 years,MORTGAGE,37000.0,Verified,0,medical,Medical expenses,NC
7479,15000.0,60 months,16.99,372.71,C,Care Giver,< 1 year,OWN,49000.0,Source Verified,1,debt_consolidation,Debt consolidation,OH
7480,20000.0,60 months,15.05,476.33,G,Account Manager,1 year,MORTGAGE,60000.0,Not Verified,1,debt_consolidation,Debt consolidation,CT
7481,8800.0,36 months,18.99,322.53,F,Store Director,9 years,RENT,128000.0,Source Verified,0,house,Home buying,NC
7482,2000.0,36 months,20.99,75.34,B,Planner,< 1 year,RENT,42000.0,Verified,0,debt_consolidation,Debt consolidation,CO
7483,10000.0,36 months,18.99,366.51,B,hull welder,9 years,MORTGAGE,37000.0,Verified,0,debt_consolidation,Debt consolidation,MS
7484,24000.0,36 months,14.99,831.86,D,Project Manager,5 years,RENT,96000.0,Verified,0,debt_consolidation,Debt consolidation,NC
7485,15850.0,36 months,19.05,581.4,D,Domtar Industries,9 years,MORTGAGE,56000.0,Source Verified,1,debt_consolidation,Responsible Borrower Needs Loan,AR
7486,10800.0,36 months,9.76,347.27,E,Data admin,10+ years,OWN,62000.0,Source Verified,0,credit_card,Credit card refinancing,MA
7487,12000.0,36 months,7.89,375.43,C,Compliance Specialist,3 years,RENT,58000.0,Source Verified,0,debt_consolidation,Debt consolidation,DC
7488,10000.0,36 months,12.62,335.12,C,Branch Manager,10+ years,MORTGAGE,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
7489,35000.0,60 months,26.3,1054.15,F,Office manager,1 year,MORTGAGE,320000.0,Source Verified,1,debt_consolidation,Debt consolidation,MA
7490,10375.0,36 months,13.33,351.23,F,Coordinator,10+ years,MORTGAGE,42000.0,Verified,0,credit_card,Credit card refinancing,NC
7491,9600.0,36 months,8.18,301.63,G,Store manager,2 years,RENT,36000.0,Verified,0,debt_consolidation,Debt consolidation,ND
7492,13000.0,36 months,6.99,401.35,D,Behavior Analyst,7 years,RENT,50000.0,Source Verified,0,credit_card,Credit card refinancing,MN
7493,7400.0,36 months,24.85,293.64,D,Putty girl,1 year,MORTGAGE,48000.0,Not Verified,0,debt_consolidation,Debt consolidation,IN
7494,5000.0,36 months,15.61,174.83,E,Owner,6 years,MORTGAGE,40000.0,Source Verified,0,moving,Moving and relocation,MI
7495,17125.0,60 months,16.55,421.47,B,teacher,6 years,MORTGAGE,49000.0,Source Verified,0,debt_consolidation,Debt consolidation,ND
7496,3000.0,36 months,6.83,92.4,B,Technology manager,2 years,MORTGAGE,57500.0,Source Verified,0,home_improvement,Home improvement,NE
7497,20400.0,36 months,8.9,647.77,B,Logistic Specialist,10+ years,MORTGAGE,83000.0,Verified,0,debt_consolidation,Consolidation,GA
7498,15000.0,60 months,11.53,330.12,E,Repair Process Manager,9 years,MORTGAGE,85000.0,Source Verified,0,credit_card,Credit card refinancing,KS
7499,5200.0,36 months,7.62,162.04,A,Progressive Insurance,2 years,RENT,49000.0,Not Verified,0,credit_card,The payoff loan,OH
7500,12000.0,36 months,7.21,371.68,D,Funeral Director/ Embalmer,9 years,OWN,55000.0,Not Verified,0,debt_consolidation,Debt consolidation,TN
7501,12175.0,36 months,8.18,382.54,A,Teacher,6 years,MORTGAGE,41000.0,Not Verified,0,credit_card,Credit card refinancing,OH
7502,21000.0,60 months,20.99,568.01,B,customer service tech,10+ years,MORTGAGE,125000.0,Verified,0,debt_consolidation,Debt consolidation,MI
7503,14000.0,36 months,12.85,470.71,A,Surgical tech,3 years,MORTGAGE,55000.0,Verified,0,debt_consolidation,Debt consolidation,WA
7504,6000.0,36 months,15.27,208.79,C,Controls Engineer,10+ years,MORTGAGE,66000.0,Verified,1,other,Home Improvement/Christmas,VA
7505,6500.0,36 months,5.31,195.72,D,,,OWN,48000.0,Not Verified,0,debt_consolidation,Debt consolidation,SC
7506,11500.0,36 months,16.29,405.96,D,Supervisor inventory management ,1 year,MORTGAGE,32000.0,Source Verified,0,debt_consolidation,Debt consolidation,LA
7507,16100.0,60 months,12.69,363.78,C,City of Surprise,4 years,MORTGAGE,46000.0,Not Verified,1,debt_consolidation,Debt consolidation,CO
7508,13750.0,36 months,12.39,459.27,D,Assistant Dean,5 years,RENT,72081.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
7509,15000.0,60 months,13.99,348.95,A,,,MORTGAGE,57312.0,Source Verified,1,debt_consolidation,Debt consolidation,IN
7510,20000.0,36 months,6.49,612.89,B,Lawyer,6 years,MORTGAGE,125000.0,Not Verified,0,debt_consolidation,,AK
7511,12000.0,36 months,14.49,413.0,B,Executive Assistant,10+ years,OWN,85000.0,Verified,0,home_improvement,Home improvement,MD
7512,7650.0,36 months,15.31,266.36,G,Ticketing,1 year,RENT,27200.0,Source Verified,1,debt_consolidation,,CT
